Question,Answer,,
Why is there no salt in the fries?,We’ll season them to your preference. Inform <staff> for a remake.,,
Your delivery packaging was torn.,"We’ll report this to <staff>. For a refund, email <email>.",,
The ice cream machine isn’t working.,"We’re fixing it! Meanwhile, try our <menu>.",,
Can I get a vegan dessert?,Yes! Ask for our <menu> or check <link>.,,
Your staff gave me incorrect change.,,We’ll rectify this. Provide your bill number to <staff>.,
The salad had a hair in it!,We deeply apologize. Contact <staff> for a full refund and compensation.,,
Can I get a group discount for 10+ people?,Yes! Inquire about <policy> at <staff>.,,
Your app leaked my data. Explain!,This is alarming. Contact our <staff> at <email> immediately.,,
How do I leave a review for my visit?,You can share your experience at <link> or on <platform>.,,
Can I suggest a new dish?,Absolutely! Share your ideas at <email> or with <staff>. We love creativity!,,
Your restaurant is too noisy. Can you fix it?,"We’ll adjust the ambiance. For now, ask for <facility> seating.",,
Do you have a suggestion box?,Yes! Drop feedback at <staff> or online at <link>.,,
Why was my reservation not honored?,We apologize! Contact <staff> for compensation and rebooking.,,
My order is incomplete. What now?,"Please share your order ID, and we’ll resolve this at <contact>.",,
Can I change my delivery address after ordering?,"Yes, if the order isn’t dispatched. Call <contact> immediately.",,
Why was my takeaway order delayed?,We’re checking with the kitchen. Track updates at <link>.,,
I received someone else’s order. Help!,We’ll redeliver yours ASAP. Contact <staff> at <contact>.,,
Do you offer express delivery?,"Yes, <service> is available for an extra <policy>.",,
Is your chicken free-range?,"Yes, we use <policy> in all dishes.",,
Can I get extra cheese on my pizza?,Of course! Just request <menu> when ordering.,,
Do you have sugar-free desserts?,Yes! Try our <menu> like cheesecake or fruit salad.,,
Is the biryani very spicy?,"You can choose <menu>—mild, medium, or hot.",,
Are your fries gluten-free?,"Yes, our fries are <menu>, but fried separately for safety.",,
Do you accept PayPal?,"Yes, we accept <payment> along with cards and cash.",,
Is there a discount for first-time customers?,Yes! Use code <promo> for 10% off your first order.,,
Can I pay after eating?,"Yes, <service> is available for dine-in customers.",,
Why was I charged for water?,Only bottled water is charged. Tap water is <policy>.,,
Do you offer military discounts?,"Yes, show your ID for <policy> at checkout.",,
Can I reserve the rooftop area?,Yes! Book <facility> via <link>.,,
Do you decorate for anniversaries?,"Yes, we offer <service> with prior notice.",,
Can I bring a cake for a celebration?,"Yes, but a <policy> may apply.",,
Do you host corporate lunches?,Yes! Inquire about <service> at <contact>.,,
Is there a private dining room?,"Yes, <facility> seats up to <info> guests.",,
Your app won’t let me log in. Help!,Reset your password at <link> or contact <email>.,,
How do I update my profile info?,Go to <link> or ask <staff> for assistance.,,
The QR menu isn’t loading.,Try scanning again or request a <service> from staff.,,
I didn’t get my order confirmation.,Check spam or request a resend at <link>.,,
Can I order via WhatsApp?,Yes! Message <contact> for <service>.,,
Do you have a smoking area?,"Yes, <facility> is available outside.",,
Are strollers allowed inside?,"Yes, we have <facility> near the entrance.",,
Can I work remotely from your café?,Yes! Enjoy <facility> seating and <wifi>.,,
Do you sell merchandise?,Yes! Ask <staff> about <service>.,,
Is there a dress code?,"No, <policy> is casual—come as you are!",,
There’s a bug in my salad!,We’re horrified! Contact <staff> for a refund and replacement.,,
Your staff overcharged me!,Provide your bill to <staff> for an instant correction.,,
The restroom has no toilet paper.,We’ll restock immediately. Alert <staff> for assistance.,,
I saw a rat in the dining area!,This is unacceptable. We’ll sanitize the area—report to <staff> now.,,
The food was undercooked.,,We’ll remake your meal. Show it to <staff> for immediate action.,
My order is late. What’s happening?,Track it at <link> or contact <staff> for updates.,,
Can I modify my order after placing it?,"If not dispatched, call <contact> for changes.",,
The food arrived cold. What now?,We’ll replace it! Contact <staff> with order #.,,
Can I order in advance for later?,Yes! Schedule orders via <link> or <app>.,,
Why was my order canceled?,Check <email> for reasons or contact <staff>.,,
How do I tip the delivery person?,Add tips via <app> or give cash to <staff>.,,
Is there a minimum order for delivery?,"Yes, <policy> applies. Details at <link>.",,
Can I order for a large group?,Yes! Use <service> or call <contact> for >10 people.,,
I didn’t get my side dish.,Apologies! Share order # at <contact> for a refund.,,
Your driver couldn’t find my address.,Update your address at <link> or call <contact>.,,
What payment methods do you accept?,We take <payment>. Cash is accepted in-store.,,
Can I split the bill?,Yes! Inform <staff> before paying.,,
I was charged twice. Help!,Share transaction ID at <email> for a refund.,,
Do you offer cashback?,"No, but check <promo> for discounts.",,
Can I get an invoice for my order?,Download it at <link> or email <email>.,,
Why is there a delivery fee?,It covers <policy>. Fee waived for orders ><amount>.,,
Does my coupon expire?,Check terms at <link> or ask <staff>.,,
Can I pay with a gift card?,Yes! Redeem at checkout or show <staff>.,,
Your POS declined my card. Why?,Try another card or contact <staff>.,,
Is service charge mandatory?,"Yes, <policy> applies for dine-in. Details: <link>.",,
Can I customize my dish?,Yes! Mention allergies/preferences at checkout.,,
Do you have vegan options?,Yes! Check <menu> or ask <staff>.,,
Is your kitchen halal/kosher?,We follow <policy>. Details: <link>.,,
Can I bring my own wine?,"Yes, but <policy> applies. Ask <staff>.",,
Do you host birthday parties?,Yes! Book <service> at <link>.,,
Can I request a quiet table?,Yes! Note it when booking or ask <staff>.,,
Is the patio heated?,"Yes, <facility> has heating in winter.",,
Can I reserve the chef’s table?,Yes! Inquire at <contact> for <service>.,,
Do you do catering?,Yes! Explore <service> at <link>.,,
Can I meet the chef?,Chef visits during <hours>. Ask <staff>!,,
Your website isn’t loading.,Try again soon or place orders via <app>.,,
I can’t log in to my account.,Reset password at <link> or email <email>.,,
The app keeps crashing.,Update the app or use <link> for now.,,
How do I unsubscribe from emails?,Click ‘unsubscribe’ in emails or email <email>.,,
QR code menu isn’t working.,Request a <service> from <staff>.,,
My loyalty points are missing.,Check balance at <link> or contact <staff>.,,
Your chatbot isn’t helpful.,Apologies! Contact <staff> for direct help.,,
Can I order via phone?,Yes! Call <contact> for <service>.,,
Do you have an Android/iOS app?,Yes! Download at <link>.,,
Google says you’re closed. Are you?,"No, we’re open! Hours: <hours>.",,
The restroom is out of soap.,We’ll restock ASAP. Alert <staff>.,,
Your music is too loud.,We’ll adjust it. Ask <staff> for help.,,
My steak was overcooked.,We’ll remake it! Show <staff> your order.,,
The waiter was rude.,We apologize. Share details at <email>.,,
There’s a fly in my soup!,Terrible! Contact <staff> for a replacement.,,
The chairs are uncomfortable.,We’ll seat you elsewhere. Ask <staff>.,,
Your prices increased. Why?,"Due to <policy>, but check <promo> for deals.",,
The online menu is wrong.,Thanks for flagging! We’ll update <link>.,,
I got food poisoning.,"Seek medical help, then email <email> for investigation.",,
Your portion sizes are small.,We’ll note your feedback. Ask <staff> for extras.,,
Tell me a joke.,Why did the tomato blush? It saw the salad dressing! 😄 Need help with orders?,,
What’s the weather today?,I’m your restaurant assistant! Ask me about menus or reservations.,,
Who won the World Cup?,I specialize in food queries! 🍽️ Need dining help?,,
Define ‘restaurant’.,A place to enjoy meals! How can I assist with ours?,,
Sing me a song.,🎵 ‘Food glorious food!’ Need menu recommendations?,,
Are you a human?,"Nope, a food-loving bot! Ask me about <menu> or <hours>.",,
What’s your favorite dish?,I’m biased—try our <menu> and decide yours!,,
How old are you?,I’m brand new! Want to explore our <promo>?,,
Tell me about yourself.,I help with restaurant queries! Ask about <service>.,,
"Sorry, I meant to ask…","No problem! Ask about menus, bookings, or feedback.",,
I have a severe nut allergy. Can your kitchen guarantee no cross-contamination?,"We take allergies seriously! Request <policy> when ordering and inform <staff>. However, <disclaimer>.",,
Can I host a wedding reception for 100 guests at your venue?,Yes! Our <facility> accommodates large events. Contact <staff> at <email> for packages.,,
Do you use eco-friendly packaging for takeaways?,Yes! We follow <policy> with compostable containers. Learn more: <link>.,,
,,,
A power outage interrupted my meal. Will I be billed?,No! Your meal is on us. Contact <staff> to reschedule or get a <policy>.,,
1 tea please,Great choice! Your bill is <bill>.,,
I want 2 burgers,Sure! burgers added. Your total is <bill>.,,
Can I order a pizza?,Absolutely! Your pizza will cost <bill>.,,
Get me a coke,Got it! Your bill for the coke is <bill>.,,
I need 3 lemonades,No problem. The bill for 3 lemonades is <bill>.,,
Add 1 biryani to my order,Biryani added! Your updated bill is <bill>.,,
I'd like one coffee,Coffee coming right up! Total: <bill>.,,
Bring me a sandwich,Of course. Sandwich costs <bill>.,,
Order 2 cheesecakes,Sweet! The total bill is  <bill>.,,
1 mango shake please,Sure! Your bill is <bill>.,,
Please get me fries,Done! Fries cost <bill>.,,
I want a chocolate shake,Great pick! That’s <bill>.,,
Send 3 burgers and 2 cokes,Order received! Your total bill is <bill>.,,
Add 1 pasta and 1 garlic bread,Got it! The bill is <bill>.,,
Can I get 2 coffees?,Yes! That'll be <bill>.,,
Add a pizza and 2 drinks,Pizza and drinks coming up! Your total is <bill>.,,
I'd like one bottle of water,Sure. That’s <bill>.,,
Order 2 veg rolls and a juice,Order noted. The total is <bill>.,,
I want 4 spring rolls,Spring rolls for you! That’s <bill>.,,
Please add 1 ice cream,Ice cream added! Your bill is <bill>.,,
Can I get 3 cappuccinos?,Cappuccinos on the way. Total: <bill>.,,
Add 2 soups and 1 naan,Added! Your total is <bill>.,,
I’ll have a butter chicken,Butter chicken? Excellent choice. Bill is <bill>.,,
Get me 1 dosa please,Alright! Dosa costs <bill>.,,
Add 1 tea and 1 samosa,Sure! That comes to <bill>.,,
Order a plate of momos,Momos added! Your bill is <bill>.,,
I want one cold coffee,Noted! Cold coffee bill is <bill>.,,
Please bring 2 brownies,On it! 2 brownies cost <bill>.,,
Add 1 burger,Okay! Burger added. Total bill: <bill>.,,
Send me 2 chicken wraps,Chicken wraps coming up! Your bill: <bill>.,,
Can I get 2 green teas?,Of course! That will be <bill>.,,
I’d like to order a falooda,Perfect. Falooda costs <bill>.,,
One veg thali please,Got it! The bill is <bill>.,,
I want a mocha,Mocha it is! Your total: <bill>.,,
Add 2 club sandwiches,Sure thing! That’s <bill>.,,
Can I get a latte?,Latte on the way! Total is <bill>.,,
I’ll take 1 mint margarita,Refreshing choice! Your bill is <bill>.,,
Give me 3 nuggets and 2 fries,Noted. Your total bill is <bill>.,,
Get me 2 pancakes,Pancakes coming right up! The bill is <bill>.,,
Add 1 grilled sandwich,Grilled sandwich added. That will be <bill>.,,
I want to order 2 kulfis,Absolutely! Your bill is <bill>.,,
Please add a tandoori platter,Got it! Tandoori platter costs <bill>.,,
Send me 2 mango lassis,Mango lassis on the way. Total: <bill>.,,
I'd like a veggie pizza,Sure. Veggie pizza bill is <bill>.,,
One butter naan please,Naan added. Your bill: <bill>.,,
Add 2 falafels and 1 hummus,Falafel and hummus ready. Bill: <bill>.,,
Can I get 1 club sandwich?,Yes! Club sandwich is <bill>.,,
Order a BBQ platter,Great choice! The BBQ platter is <bill>.,,
Please give 1 bottle of coke,Coke bottle added. Your bill is <bill>.,,
Get me a beef burger and fries,Beef burger + fries = <bill>.,,
I want 3 donuts,Delicious! Your bill is <bill>.,,
Add 1 zinger burger,Zinger burger on the way! Total: <bill>.,,
Send me 2 iced teas,Alright! Iced teas cost <bill>.,,
Give me 1 sausage roll,Sausage roll added. That’s <bill>.,,
Order 1 masala chai,Masala chai coming up! Total is <bill>.,,
Add 2 slices of cake,Cake slices added! Bill: <bill>.,,
Please get me one beef wrap,Noted! Beef wrap is <bill>.,,
Order 1 grilled chicken,You got it! Bill is <bill>.,,
I want 2 croissants,Sure! Your total is <bill>.,,
Add 1 hot chocolate,Hot chocolate added. That’ll be <bill>.,,
Can I get 1 pizza slice?,Pizza slice coming up! Total: <bill>.,,
I need a fish burger and coke,Got it! Your total bill is <bill>.,,
Give me 2 samosas,Yes, 2 samosas for <bill>.,
Order 3 chicken pieces,Sure thing! Total is <bill>.,,
I want 1 bottle of Sprite,Sprite added. Your bill is <bill>.,,
Add 1 shawarma please,Shawarma added. That will be <bill>.,,
Give me a chicken sandwich,Okay! Chicken sandwich costs <bill>.,,
Add 1 cupcake,Cupcake on the way. Total: <bill>.,,
Send me a plate of fries,Fries coming! Your bill: <bill>.,,
Can I have 2 mango juices?,Yes! Mango juices total is <bill>.,,
One lemon soda please,Lemon soda added. Cost is <bill>.,,
Add 1 paneer tikka,Paneer tikka added. Total: <bill>.,,
I want a chicken biryani,Noted. Biryani costs <bill>.,,
Order 2 gulab jamuns,Sweet order! Your bill: <bill>.,,
Send me 1 lemonade and 1 brownie,Order added. Your bill is <bill>.,,
I’ll take 2 samosas and a tea,Order noted! That’ll be <bill>.,,
Please get 3 cupcakes,Cupcakes added. Bill: <bill>.,,
I want to order 1 mojito,Mojito on the way! Your bill is <bill>.,,
Give me 2 beef rolls and a drink,Sure! That’ll be <bill>.,,
Add 1 karahi and 2 naans,Perfect combo! Your total is <bill>.,,
Order 1 pasta with white sauce,White sauce pasta costs <bill>.,,
Send me 2 rolls and a coke,Got it. Your total is <bill>.,,
I’d like 1 grilled fish,Grilled fish added. Bill is <bill>.,,
Add 1 cappuccino and 2 biscuits,Sure! That’s <bill>.,,
Give me 1 plate of chicken curry,Order added! Total is <bill>.,,
Get 2 French fries and 1 drink,Done. That’ll be <bill>.,,
I need 3 sandwiches and 1 tea,Sure. Your bill is <bill>.,,
Add 1 pizza and garlic bread,Noted! Total comes to <bill>.,,
I'd like 2 chicken legs and 1 coke,Order placed. Total: <bill>.,,
Get me 2 chais and 1 paratha,Sure! That comes to <bill>.,,
Please add a chocolate lava cake,Lava cake added. That’s <bill>.,,
Add 1 garlic naan and 1 soup,Done. Your bill is <bill>.,,
Send me 1 mutton biryani and coke,Mutton biryani combo costs <bill>.,,
Can I get 1 milkshake and 1 samosa?,Yes! That’s <bill>.,,
I want 2 kebabs and a roti,Kebabs and roti coming up! <bill>.,,
Please give me 1 green tea,Green tea added. Total: <bill>.,,
Give me 3 bottles of water,Sure. That’ll be <bill>.,,
Order 1 chapli kebab,Chapli kebab added. Your bill: <bill>.,,
Send me 1 daal and 1 rice,Daal and rice — total is <bill>.,,
I want a burger,What type of burger would you like? <showmenu:burger>,,
I’d like a pizza,Which pizza would you prefer? <showmenu:pizza>,,
Can I get a drink?,What drink would you like? <showmenu:drink>,,
I want dessert,Please choose from the desserts menu. <showmenu:dessert>,,
I’m craving something sweet,What dessert would you like to order? <showmenu:dessert>,,
I want some juice,Which juice would you like? <showmenu:drink>,,
Get me a wrap,What type of wrap would you prefer? <showmenu:wrap>,,
I need something spicy,Do you want a spicy burger or spicy biryani? <showmenu:spicy>,,
Send over a sandwich,Which sandwich would you like? <showmenu:sandwich>,,
I want a roll,What type of roll would you prefer? <showmenu:roll>,,
I'd like to order a tea,Which tea would you like? <showmenu:tea>,,
Add a salad,Please select a salad from the menu. <showmenu:salad>,,
Give me noodles,Which noodles would you like? <showmenu:noodles>,,
Let’s go with some rice,What rice dish would you like? <showmenu:rice>,,
I want a shake,Which shake do you prefer? <showmenu:shake>,,
Please add a soup,Which soup would you like? <showmenu:soup>,,
I’d love a kebab,Which type of kebab would you like? <showmenu:kebab>,,
I feel like eating biryani,Which biryani would you like? <showmenu:biryani>,,
Bring me a cold drink,Which cold drink would you prefer? <showmenu:drink>,,
I want a hot beverage,Please select a hot beverage. <showmenu:tea>,,
Order something sweet for me,What dessert would you like? <showmenu:dessert>,,
Send me a platter,Which platter would you like? <showmenu:platter>,,
I need a main course,What type of main course are you looking for? <showmenu:maincourse>,,
Can I have a paratha?,Which paratha would you like? <showmenu:paratha>,,
I'm in for something vegetarian,Which vegetarian dish would you prefer? <showmenu:veg>,,
I want a combo meal,Please select your combo. <showmenu:combo>,,
I’m hungry, suggest something,What kind of food are you in the mood for? <showmenu:recommend>,
Add something to eat,Please choose what you'd like. <showmenu:food>,,
Give me one item,Which item would you like? <showmenu:general>,,
I’d like a snack,What kind of snack do you want? <showmenu:snack>,,
Give me some fries,What type of fries would you prefer? <showmenu:fries>,,
Let’s start with a drink,What drink would you like? <showmenu:drink>,,
I need something to eat,Would you like to choose from our menu? <showmenu:general>,,
Order food,What would you like to have? <showmenu:food>,,
Can I eat something now?,Sure! What are you craving? <showmenu:recommend>,,
Add one item please,Which one would you like? <showmenu:general>,,
Bring me something special,Would you like to try our specials? <showmenu:special>,,
Just something light,Would you prefer snacks or drinks? <showmenu:light>,,
Get me lunch,Please pick your lunch from the menu. <showmenu:lunch>,,
I want something heavy,Would you like a full meal or combo? <showmenu:meal>,,
Let me have something delicious,Would you like a recommendation? <showmenu:recommend>,,
Get me a special dish,Which special dish are you referring to? <showmenu:special>,,
Add food to my order,Which food item should I add? <showmenu:food>,,
Give me a hot item,Do you mean tea, soup, or a hot meal? <showmenu:hot>
Something cold please,Would you like a cold drink or dessert? <showmenu:cold>,,
I need quick food,Would you like fast items like burgers or rolls? <showmenu:quick>,,
Please add dinner,Please select your dinner option. <showmenu:dinner>,,
Give me a starter,Which starter would you prefer? <showmenu:starter>,,
Suggest a burger,Sure! Here are our burger options. <showmenu:burger>,,
Add my favorite item,Please confirm your favorite from the list. <showmenu:favorites>,,
I’m in the mood for food,Please choose what you’d like to have. <showmenu:food>,,
Zinger burger,Great! Zinger burger added. Your total is <bill>.,,
Cheese pizza,Cheese pizza added. Your bill is <bill>.,,
Coca Cola,Coke added. Your total is <bill>.,,
Chocolate cake,Chocolate cake added. Bill is <bill>.,,
Chicken wrap,Chicken wrap added. Total comes to <bill>.,,
Green tea,Green tea added. That'll be <bill>.,,
Beef burger,Beef burger added to your order. <bill>,,
Lemonade,Lemonade added. Total is <bill>.,,
Veg sandwich,Veg sandwich confirmed. Your bill is <bill>.,,
Fries,Fries added. That’ll be <bill>.,,
Mint margarita,Mint margarita added. Your bill: <bill>.,,
Brownie,Brownie added. That’ll be <bill>.,,
Club sandwich,Club sandwich placed. Your total is <bill>.,,
BBQ pizza,BBQ pizza added. Final bill is <bill>.,,
Cappuccino,Cappuccino is added. <bill>,,
Spicy noodles,Spicy noodles confirmed. Bill: <bill>.,,
Chicken biryani,Chicken biryani added. Total is <bill>.,,
Veg roll,Veg roll added. Bill is <bill>.,,
Cold coffee,Cold coffee added. Final amount: <bill>.,,
Garlic bread,Garlic bread is added. <bill>,,
Samosa,Samosa added. Your total is <bill>.,,
Vanilla shake,Vanilla shake confirmed. Total: <bill>.,,
Fajita pizza,Fajita pizza placed. Your bill is <bill>.,,
Chicken soup,Chicken soup added. Total <bill>.,,
Paneer wrap,Paneer wrap added to your order. <bill>,,
Spring rolls,Spring rolls confirmed. Bill is <bill>.,,
Water bottle,Water bottle added. <bill>,,
Butter naan,Butter naan added. Total is <bill>.,,
Tandoori chicken,Tandoori chicken confirmed. <bill>,,
Green salad,Green salad placed. Your bill is <bill>.,,
Chicken tikka,Chicken tikka added to your order. <bill>,,
Strawberry shake,Strawberry shake added. Total: <bill>.,,
Mutton biryani,Mutton biryani added. Final bill: <bill>.,,
Hot chocolate,Hot chocolate placed. <bill>,,
Fried rice,Fried rice added. Total is <bill>.,,
Pepsi,Pepsi added. Your bill is <bill>.,,
Ice cream sundae,Ice cream sundae added. <bill>,,
Pasta Alfredo,Pasta Alfredo confirmed. <bill>,,
Double cheeseburger,Double cheeseburger added. <bill>,,
Masala tea,Masala tea added. Total: <bill>.,,
Crispy chicken burger,Crispy chicken burger placed. <bill>,,
Loaded fries,Loaded fries added. Your bill is <bill>.,,
Fish fillet burger,Fish fillet burger confirmed. <bill>,,
Fruit salad,Fruit salad added. <bill>,,
Tikka platter,Tikka platter placed. <bill>,,
Soup of the day,Soup added. Total: <bill>.,,
Egg fried rice,Egg fried rice added. Bill is <bill>.,,
Chili garlic noodles,Chili garlic noodles added. <bill>,,
Chicken wings,Chicken wings added. <bill>,,
Hot & sour soup,Hot & sour soup placed. <bill>,,
Give me 2 Chicken Biryani,Got it! <amount> <menuitem>  in your cart. Total: <bill>.,,
Bring me 3 Butter Naan,"Okay, <amount> <menuitem>  added. You'll be charged <bill>.",,
"I'll have 5 Samosa, and 3 Greek Salad, and a serving of Pasta Alfredo","<amount> <menuitem> <amount> <menuitem>, and <amount> <menuitem> added successfully. The bill is <bill>.",,
"Give me full French Fries, and a bowl of Paneer Tikka","Okay, <amount> <menuitem> <amount> <menuitem> added. You'll be charged <bill>.",,
I'll have a bowl of Veggie Pizza,"Okay, <amount> <menuitem>  added. You'll be charged <bill>.",,
Give me 2 Greek Salad,<amount> <menuitem>  added. Please proceed to payment. Bill: <bill>.,,
"Please get me 3 Mint Margarita, and a serving of Chicken Biryani, and 2 French Fries","Order confirmed: <amount> <menuitem> <amount> <menuitem>, and <amount> <menuitem>. Total amount is <bill>.",,
"Get me a bowl of Spring Rolls, and a serving of Butter Naan",Order confirmed: <amount> <menuitem> <amount> <menuitem>. Total amount is <bill>.,,
Bring me half Mint Margarita,<amount> <menuitem>  added to your order. Your bill is <bill>.,,
"Order 3 Grilled Chicken Burger, and 3 Veggie Pizza, and a bowl of Mutton Karahi","<amount> <menuitem> <amount> <menuitem>, and <amount> <menuitem> added to your order. Your bill is <bill>.",,
"I'd like to order 3 Masala Dosa, and 3 Mutton Karahi, and a serving of Club Sandwich","Okay, <amount> <menuitem> <amount> <menuitem>, and <amount> <menuitem> added. You'll be charged <bill>.",,
Kindly serve me 1 Tandoori Chicken,Confirmed: <amount> <menuitem> . Amount: <bill>.,,
"Order 2 Garlic Bread, and full Club Sandwich","Okay, <amount> <menuitem> <amount> <menuitem> added. You'll be charged <bill>.",,
Please get me half Tandoori Chicken,"Okay, <amount> <menuitem>  added. You'll be charged <bill>.",,
"Kindly serve me a serving of Club Sandwich, and a bowl of Garlic Bread, and a plate of Samosa","Okay, <amount> <menuitem> <amount> <menuitem>, and <amount> <menuitem> added. You'll be charged <bill>.",,
Can you add 3 Grilled Chicken Burger,Confirmed: <amount> <menuitem> . Amount: <bill>.,,
"I'll have half Butter Naan, and 1 Greek Salad",Got it! <amount> <menuitem> <amount> <menuitem> in your cart. Total: <bill>.,,
Get me a bowl of Beef Kebab,<amount> <menuitem>  added to your order. Your bill is <bill>.,,
Add half Masala Dosa,"Okay, <amount> <menuitem>  added. You'll be charged <bill>.",,
"Please get me 3 Veggie Pizza, and half Club Sandwich",Got it! <amount> <menuitem> <amount> <menuitem> in your cart. Total: <bill>.,,
Add a plate of Garlic Bread,Confirmed: <amount> <menuitem> . Amount: <bill>.,,
"Give me a plate of Greek Salad, and 5 Tandoori Chicken",Got it! <amount> <menuitem> <amount> <menuitem> in your cart. Total: <bill>.,,
"I'd like full Beef Kebab, and 5 Mint Margarita",Order confirmed: <amount> <menuitem> <amount> <menuitem>. Total amount is <bill>.,,
"Give me 4 Veggie Pizza, and 1 Samosa",Confirmed: <amount> <menuitem> <amount> <menuitem>. Amount: <bill>.,,
"Can you add 5 Paneer Tikka, and a serving of Masala Dosa, and 3 Mango Lassi","<amount> <menuitem> <amount> <menuitem>, and <amount> <menuitem> added to your order. Your bill is <bill>.",,
"Kindly serve me 5 Paneer Tikka, and 2 Tandoori Chicken",Order confirmed: <amount> <menuitem> <amount> <menuitem>. Total amount is <bill>.,,
"Can you add a serving of Mutton Karahi, and a plate of Paneer Tikka, and 2 Greek Salad","Order confirmed: <amount> <menuitem> <amount> <menuitem>, and <amount> <menuitem>. Total amount is <bill>.",,
"I want 5 Paneer Tikka, and 3 Samosa",<amount> <menuitem> <amount> <menuitem> added successfully. The bill is <bill>.,,
"Get me 5 Veggie Pizza, and a serving of Fish Fry",Sure! <amount> <menuitem> <amount> <menuitem> coming right up. Your total is <bill>.,,
"Bring me a plate of Samosa, and 5 Butter Naan, and 1 Veggie Pizza","Confirmed: <amount> <menuitem> <amount> <menuitem>, and <amount> <menuitem>. Amount: <bill>.",,
"Can you add 1 Tandoori Chicken, and 1 Samosa",Order confirmed: <amount> <menuitem> <amount> <menuitem>. Total amount is <bill>.,,
"Give me 2 Fish Fry, and half Mint Margarita",<amount> <menuitem> <amount> <menuitem> added successfully. The bill is <bill>.,,
